Component,File,Line,Element,Label,Destination,RouteStatus,Priority,RouteHealth
CompanySidebarV3,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/CompanySidebarV3.tsx,57,button,[Icon/Image],Handler: {() => scrollTo(chapter.id)},Action,Medium,Action
EnterpriseProof,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/EnterpriseProof.tsx,33,button,[Icon/Image],Handler: {() => setActiveCategory(cat.id)},Action,Medium,Action
EnterpriseProof,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/EnterpriseProof.tsx,64,button,{dynamic},,Missing,High,Unknown
LivingTimeline,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/LivingTimeline.tsx,33,button,[Icon/Image],Handler: {() => setActiveIndex(i)},Action,Medium,Action
LivingTimeline,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/LivingTimeline.tsx,79,button,[button],Handler: {() => setActiveIndex(i)},Action,Medium,Action
OriginStory,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/company/v3/OriginStory.tsx,75,button,[Icon/Image],Handler: {() => setActiveStep(idx)},Action,Medium,Action
AIAgentShowcase,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/AIAgentShowcase.tsx,80,button,{dynamic},Handler: {() => setActiveIndustry(ind)},Action,Medium,Action
AICapabilityGrid,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/AICapabilityGrid.tsx,34,GlassCard,[Empty],,Missing,High,Unknown
ArchitectureSection,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/ArchitectureSection.tsx,411,tech.Icon,[tech.Icon],,Missing,High,Unknown
HeroSection,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/HeroSection.tsx,39,AnimatedButton,[Empty],,Missing,High,Unknown
HeroSection,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/HeroSection.tsx,42,AnimatedButton,[Empty],,Missing,High,Unknown
Industries,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/Industries.tsx,255,motion.div,{dynamic} {dynamic},Handler: {() => !isFocused && setFocusedId(ind.id)},Action,Medium,Action
Industries,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/Industries.tsx,310,button,[Icon/Image],Handler: {(e) => { e.stopPropagation(); setFocusedId(null); }},Action,Medium,Action
Industries,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/Industries.tsx,450,motion.button,[Icon/Image],,Missing,High,Unknown
ResearchSection,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/ResearchSection.tsx,23,AnimatedButton,[Empty],,Missing,High,Unknown
Services,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/Services.tsx,194,svc.TitleIcon,[svc.TitleIcon],,Missing,High,Unknown
Services,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/Services.tsx,220,svc.FooterIcon,[svc.FooterIcon],,Missing,High,Unknown
TechStack,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/TechStack.tsx,159,button,{dynamic},Handler: {() => { setActiveFilter(filter); setSearchQuery(""); }},Action,Medium,Action
WhyCerebroHive,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/WhyCerebroHive.tsx,179,div,{dynamic} {dynamic},Handler: {() => {                        document.getElementById(`stage-${stage.id}`)?.scrollIntoView({ behavior: "smooth"  block: "center" });                      }},Action,Medium,Action
WhyCerebroHive,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v2/WhyCerebroHive.tsx,292,button,[Icon/Image],,Missing,High,Unknown
EnterpriseSimulator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/EnterpriseSimulator.tsx,79,button,{dynamic},Handler: {() => handleSelect('industry'  ind)},Action,Medium,Action
EnterpriseSimulator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/EnterpriseSimulator.tsx,95,button,{dynamic},Handler: {() => handleSelect('erp'  erp)},Action,Medium,Action
EnterpriseSimulator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/EnterpriseSimulator.tsx,111,button,{dynamic},Handler: {() => handleSelect('maturity'  mat)},Action,Medium,Action
EnterpriseSimulator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/EnterpriseSimulator.tsx,144,button,[Icon/Image],,Missing,High,Unknown
EnterpriseSimulator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/EnterpriseSimulator.tsx,187,button,[Icon/Image],,Missing,High,Unknown
EnterpriseSimulator,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/EnterpriseSimulator.tsx,190,button,[Empty],Handler: {() => { setGenerated(false); setStep(1); setSelections({ industry: ""  erp: ""  maturity: "" }); }},Action,Medium,Action
HomeHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/HomeHero.tsx,97,TrackedLink,[Icon/Image],/products,Valid,Medium,OK
HomeHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/HomeHero.tsx,98,button,[Icon/Image],,Missing,High,Unknown
HomeHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/HomeHero.tsx,102,TrackedLink,[Empty],/research,Valid,Medium,OK
HomeHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/HomeHero.tsx,103,button,[Empty],,Missing,High,Unknown
HumanProof,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/HumanProof.tsx,61,button,[Icon/Image],Handler: {() => setActiveCase(c)},Action,Medium,Action
HumanProof,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/HumanProof.tsx,131,button,[Icon/Image],,Missing,High,Unknown
IntegratedPlatform,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/IntegratedPlatform.tsx,55,Link,[Icon/Image],[Dynamic: prod.href],Valid,Low,Unknown
LivingArchitecture,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/LivingArchitecture.tsx,87,button,[Icon/Image],Handler: {() => setActiveLayer(layer.id)},Action,Medium,Action
LivingArchitecture,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/LivingArchitecture.tsx,154,TrackedLink,[Empty],/developers/architecture,Valid,Medium,OK
LivingDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/LivingDigitalTwin.tsx,60,button,[Empty],Handler: {() => setActiveId(wf.id)},Action,Medium,Action
ResearchHighlights,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/ResearchHighlights.tsx,45,button,[Empty],,Missing,High,Unknown
ResearchHighlights,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/ResearchHighlights.tsx,79,item.productIcon,[item.productIcon],,Missing,High,Unknown
TransformationRoadmap,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/TransformationRoadmap.tsx,90,div,[Icon/Image],Handler: {() => setActivePhase(phase)},Action,Medium,Action
TransformationRoadmap,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/TransformationRoadmap.tsx,137,TrackedLink,[Icon/Image],/contact,Valid,Medium,OK
TransformationRoadmap,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/TransformationRoadmap.tsx,138,button,[Icon/Image],,Missing,High,Unknown
TransformationRoadmap,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/TransformationRoadmap.tsx,142,TrackedLink,[Empty],/services,Valid,Medium,OK
TransformationRoadmap,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v3/TransformationRoadmap.tsx,143,button,[Empty],,Missing,High,Unknown
EnterpriseTransformation,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/EnterpriseTransformation.tsx,30,button,[Empty],Handler: {() => setActiveIndex(idx)},Action,Medium,Action
ExecutiveDecisionPlatform,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/ExecutiveDecisionPlatform.tsx,35,Link,[Empty],[Dynamic: action.href],Valid,Low,Unknown
ExecutiveDecisionPlatform,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/ExecutiveDecisionPlatform.tsx,57,Link,[Empty],/products/cerebro-archive,Valid,Low,OK
ExecutiveDecisionPlatform,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/ExecutiveDecisionPlatform.tsx,58,Link,[Empty],/research,Valid,Low,OK
ExecutiveDecisionPlatform,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/ExecutiveDecisionPlatform.tsx,59,Link,[Empty],/legal/security,Valid,Low,OK
ExecutiveDecisionPlatform,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/ExecutiveDecisionPlatform.tsx,60,Link,[Empty],/tools/solution-finder,Valid,Low,OK
ExecutiveDecisionPlatform,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/ExecutiveDecisionPlatform.tsx,61,Link,[Empty],/platform/live-runtime,Valid,Low,OK
KnowledgePlatform,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/KnowledgePlatform.tsx,19,Link,[Empty],/research,Valid,Low,OK
KnowledgePlatform,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/KnowledgePlatform.tsx,26,Link,[Empty],/research,Valid,Low,OK
OsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/OsHero.tsx,84,Link,[Icon/Image],/platform/live-runtime,Valid,Low,OK
OsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/OsHero.tsx,92,Link,[Icon/Image],/platform/os,Valid,Low,OK
OsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/OsHero.tsx,96,Link,[Icon/Image],/contact,Valid,Low,OK
OsHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/OsHero.tsx,116,button,{dynamic} {dynamic} {dynamic},Handler: {() => setActiveStep(i)},Action,Medium,Action
PlatformArchitecture,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/PlatformArchitecture.tsx,124,Link,[Icon/Image],[Dynamic: layer.href],Valid,Low,Unknown
PlatformArchitecture,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/PlatformArchitecture.tsx,166,Link,[Icon/Image],/platform/live-runtime,Valid,Low,OK
PlatformArchitecture,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/home/v4-os/PlatformArchitecture.tsx,170,Link,[Empty],/developers/architecture,Valid,Low,OK
AgentEcosystem,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/AgentEcosystem.tsx,45,motion.div,[Empty],Handler: {() => setSelectedAgent(agent)},Action,Medium,Action
AgentEcosystem,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/AgentEcosystem.tsx,90,button,[Icon/Image],Handler: {() => setSelectedAgent(null)},Action,Medium,Action
ArchitectureViewer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/ArchitectureViewer.tsx,93,Icon,[Icon],,Missing,High,Unknown
ChallengeExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/ChallengeExplorer.tsx,229,button,[Icon/Image],,Missing,High,Unknown
ChallengeExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/ChallengeExplorer.tsx,131,Icon,[Icon],,Missing,High,Unknown
ComplianceEngine,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/ComplianceEngine.tsx,21,HoverCard,{dynamic} {dynamic},,Missing,High,Unknown
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/EnterpriseDigitalTwin.tsx,117,button,[Icon/Image],Handler: {() => {                   setViewMode(view.id);                   setSelectedNodeId(null);                 }},Action,Medium,Action
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/EnterpriseDigitalTwin.tsx,152,HoverCard,[Empty],,Missing,High,Unknown
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/EnterpriseDigitalTwin.tsx,160,HoverCard,[Icon/Image],,Missing,High,Unknown
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/EnterpriseDigitalTwin.tsx,181,button,{dynamic} {dynamic},Handler: {() => setSelectedNodeId(node.id === selectedNodeId ? null : node.id)},Action,Medium,Action
EnterpriseDigitalTwin,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/EnterpriseDigitalTwin.tsx,245,HoverCard,[Empty],,Missing,High,Unknown
IndustryHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/IndustryHero.tsx,59,TrackedLink,[Empty],/developers/architecture,Valid,Medium,OK
IndustryHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/IndustryHero.tsx,60,AnimatedButton,{dynamic},,Missing,High,Unknown
IndustryHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/IndustryHero.tsx,62,TrackedLink,[Empty],/contact,Valid,Medium,OK
IndustryHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/IndustryHero.tsx,63,AnimatedButton,{dynamic},,Missing,High,Unknown
SolutionExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/industries/engine/SolutionExplorer.tsx,83,button,[Icon/Image],Handler: {() => setActiveSolution(i)},Action,Medium,Action
ProductCoreCapabilities,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductCoreCapabilities.tsx,14,Icon,[Icon],,Missing,High,Unknown
ProductCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductCTA.tsx,31,TrackedLink,[Empty],/contact,Valid,Medium,OK
ProductCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductCTA.tsx,37,AnimatedButton,[Empty],,Missing,High,Unknown
ProductCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductCTA.tsx,42,TrackedLink,[Empty],[Dynamic: product.apiReference],Valid,Medium,Unknown
ProductCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductCTA.tsx,48,AnimatedButton,[Empty],,Missing,High,Unknown
ProductDeveloperExperience,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductDeveloperExperience.tsx,72,TrackedLink,[Empty],[Dynamic: product.apiReference],Valid,Medium,Unknown
ProductDeveloperExperience,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductDeveloperExperience.tsx,73,AnimatedButton,[Empty],,Missing,High,Unknown
ProductFAQ,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductFAQ.tsx,25,button,[Icon/Image],Handler: {() => setOpenIndex(openIndex === i ? null : i)},Action,Medium,Action
ProductHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductHero.tsx,58,TrackedLink,[Empty],/contact,Valid,Medium,OK
ProductHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductHero.tsx,59,AnimatedButton,[Empty],,Missing,High,Unknown
ProductHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductHero.tsx,64,TrackedLink,[Empty],[Dynamic: product.apiReference],Valid,Medium,Unknown
ProductHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductHero.tsx,65,AnimatedButton,[Empty],,Missing,High,Unknown
ProductIntegrationEcosystem,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductIntegrationEcosystem.tsx,57,TrackedLink,[Icon/Image],[Dynamic: `/platform/${cap.slug}`],Valid,Medium,Unknown
ProductIntegrationEcosystem,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/sections/ProductIntegrationEcosystem.tsx,85,TrackedLink,[Icon/Image],[Dynamic: `/services/${srv.slug}`],Valid,Medium,Unknown
AgentGallery,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/AgentGallery.tsx,74,button,{dynamic},Handler: {() => setActiveAgent(agent.id)},Action,Medium,Action
ArchitectureStudio,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ArchitectureStudio.tsx,97,button,[Icon/Image],Handler: {() => handleSelect(option)},Action,Medium,Action
ArchitectureStudio,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ArchitectureStudio.tsx,155,button,[Icon/Image],,Missing,High,Unknown
ArchitectureStudio,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ArchitectureStudio.tsx,158,button,[Empty],,Missing,High,Unknown
ArchitectureStudio,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ArchitectureStudio.tsx,211,button,[Empty],Handler: {reset},Action,Medium,Action
EcosystemArchitectureDiagram,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/EcosystemArchitectureDiagram.tsx,132,Link,{dynamic},[Dynamic: m.href],Valid,Low,Unknown
EnterpriseIntegrations,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/EnterpriseIntegrations.tsx,74,button,{dynamic},Handler: {() => setActiveIntegration(integration.id)},Action,Medium,Action
MethodologyVisualizer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/MethodologyVisualizer.tsx,84,div,[Icon/Image],Handler: {() => setActivePhase(i)},Action,Medium,Action
MethodologyVisualizer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/MethodologyVisualizer.tsx,121,button,[Icon/Image],Handler: {() => setActivePhase(Math.max(0  activePhase - 1))},Action,Medium,Action
MethodologyVisualizer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/MethodologyVisualizer.tsx,129,button,[Icon/Image],Handler: {() => setActivePhase(Math.min(phases.length - 1  activePhase + 1))},Action,Medium,Action
MethodologyVisualizer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/MethodologyVisualizer.tsx,142,TrackedLink,[Empty],[Dynamic: phases[activePhase].deliverableHref],Valid,Medium,Unknown
PlatformActionDemo,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformActionDemo.tsx,117,button,[Empty],Handler: {() => setActiveStep(0)},Action,Medium,Action
PlatformCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformCTA.tsx,41,button,[Icon/Image],,Missing,High,Unknown
PlatformCTA,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformCTA.tsx,45,button,[Empty],,Missing,High,Unknown
PlatformExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformExplorer.tsx,116,button,[Icon/Image],Handler: {() => setViewMode("business")},Action,Medium,Action
PlatformExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformExplorer.tsx,122,button,[Icon/Image],Handler: {() => setViewMode("technical")},Action,Medium,Action
PlatformExplorer,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformExplorer.tsx,136,button,[Icon/Image],Handler: {() => setActiveTab(p.id)},Action,Medium,Action
PlatformHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformHero.tsx,82,TrackedLink,[Icon/Image],/contact,Valid,Medium,OK
PlatformHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformHero.tsx,92,TrackedLink,[Empty],/developers/architecture,Valid,Medium,OK
PlatformHero,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/PlatformHero.tsx,118,button,[Icon/Image],Handler: {() => setActiveDept(dept.id)},Action,Medium,Action
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,114,Link,[Icon/Image],/contact,Valid,Low,OK
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,117,Link,[Empty],/platform,Valid,Low,OK
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,226,Link,{dynamic},[Dynamic: `/products/${product.slug}`],Valid,Low,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,242,Link,[Icon/Image],[Dynamic: `/products/${product.slug}`],Valid,Low,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,272,Link,[Icon/Image],[Dynamic: `/products/${product.slug}`],Valid,Low,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,300,Link,[Icon/Image],[Dynamic: `/products/${product.slug}`],Valid,Low,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,327,Link,[Icon/Image],[Dynamic: `/products/${product.slug}`],Valid,Low,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,353,Link,[Icon/Image],[Dynamic: `/products/${product.slug}`],Valid,Low,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,468,Link,[Icon/Image],/contact,Valid,Low,OK
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,471,Link,[Empty],/platform,Valid,Low,OK
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,210,Icon,[Icon],,Missing,High,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,248,Icon,[Icon],,Missing,High,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,278,Icon,[Icon],,Missing,High,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,306,Icon,[Icon],,Missing,High,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,333,Icon,[Icon],,Missing,High,Unknown
ProductsEcosystemPage,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/products/v2/ProductsEcosystemPage.tsx,359,Icon,[Icon],,Missing,High,Unknown
BenchmarkLab,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/BenchmarkLab.tsx,46,button,[Icon/Image],Handler: {() => setActiveTask(task.id)},Action,Medium,Action
DeveloperResources,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/DeveloperResources.tsx,29,TrackedLink,[Icon/Image],/platform/live-runtime,Valid,Medium,OK
DeveloperResources,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/DeveloperResources.tsx,42,TrackedLink,[Icon/Image],[Dynamic: res.href],Valid,Medium,Unknown
ExperimentGallery,D:/{MY_PROJECTS}/{OPC_cerebro_hive}/OPC/cerebro-hive-website/components/research/v2/ExperimentGallery.tsx,105,button,[Empty],,Missing,High,Unknown
